지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),적설(cm),전운량(10분위),지면온도(°C)
112,인천,2018-01-04 08:00,-7.6,,3.2,49,1021.1,,7,-6
112,인천,2018-01-04 09:00,-7.4,,3.6,49,1021.1,,7,-4.7
112,인천,2018-01-04 10:00,-6.8,,2.7,47,1021.3,,8,-1.9
112,인천,2018-01-04 11:00,-5.8,,2.2,46,1021,,8,0
112,인천,2018-01-04 12:00,-4.3,,2.4,43,1019.4,,9,1.9
112,인천,2018-01-04 13:00,-4,,4.1,48,1018.6,,9,.6
112,인천,2018-01-04 14:00,-3.5,,3.6,45,1017.4,,9,.3
112,인천,2018-01-04 15:00,-3.2,,4.1,42,1017.1,,9,0
112,인천,2018-01-04 16:00,-3.4,,3.1,42,1017.2,,9,-.2
112,인천,2018-01-04 17:00,-3.4,,2.7,43,1017,,10,-.4
112,인천,2018-01-04 18:00,-3.5,,2.5,44,1016.7,,10,-1.2
112,인천,2018-01-04 19:00,-3.5,,2.6,45,1016.4,,,-1.8
112,인천,2018-01-04 20:00,-3.6,,2.4,47,1016.5,,,-2.2
112,인천,2018-01-04 21:00,-3.7,,2,47,1016,,8,-2.6
112,인천,2018-01-04 22:00,-4,,1.9,50,1016,,,-3.3
112,인천,2018-01-04 23:00,-4.1,,1.9,52,1015.4,,,-3.7
112,인천,2018-01-05 00:00,-4.4,,2.4,53,1014.8,,2,-4
112,인천,2018-01-05 01:00,-4.5,,2,54,1014.4,,,-4.1
112,인천,2018-01-05 02:00,-4.7,,2,52,1014.1,,,-4.4
112,인천,2018-01-05 03:00,-5,,2.5,58,1014.1,,4,-4.3
112,인천,2018-01-05 04:00,-5,,2.4,61,1013.6,,9,-4
112,인천,2018-01-05 05:00,-5,,2,58,1013.4,,9,-4
112,인천,2018-01-05 06:00,-4.8,,1.7,53,1013.1,,9,-3.8
112,인천,2018-01-05 07:00,-5,,.6,62,1012.9,,9,-4
112,인천,2018-01-05 08:00,-4.4,,1.8,62,1012.8,,8,-3.9
112,인천,2018-01-05 09:00,-3.4,,2.1,65,1012.9,,8,-2.8
112,인천,2018-01-05 10:00,-3,,2.6,62,1013.1,,8,-.7
112,인천,2018-01-05 11:00,-2.4,,3.5,61,1013.2,,8,.2
112,인천,2018-01-05 12:00,-2.1,,3.3,59,1012.4,,7,1.1
112,인천,2018-01-05 13:00,-.7,,2.1,46,1011.5,,7,2.4
112,인천,2018-01-05 14:00,-.4,,4.1,46,1011.2,,1,2.5
112,인천,2018-01-05 15:00,-.6,,4.6,49,1011.3,,0,1.5
112,인천,2018-01-05 16:00,-1,,4.7,56,1011.5,,0,.1
112,인천,2018-01-05 17:00,-1.6,,3.5,65,1011.7,,1,-.3
112,인천,2018-01-05 18:00,-1.8,,2.1,68,1011.5,,0,-.5
112,인천,2018-01-05 19:00,-2,,1.7,66,1011.4,,,-1
112,인천,2018-01-05 20:00,-2.2,,1.4,64,1011.7,,,-1.5
112,인천,2018-01-05 21:00,-1.9,,3,63,1011.7,,0,-2.1
112,인천,2018-01-05 22:00,-2.9,,2.9,54,1012.2,,,-2.9
112,인천,2018-01-05 23:00,-2.8,,3.2,62,1012.7,,,-3.4
112,인천,2018-01-06 00:00,-3.1,,3.8,63,1012.9,,0,-3.9
112,인천,2018-01-06 01:00,-4,,2.9,64,1012.9,,,-4.4
112,인천,2018-01-06 02:00,-4.2,,2.2,66,1013.4,,,-4.8
112,인천,2018-01-06 03:00,-4.1,,2.9,60,1013.8,,0,-5
112,인천,2018-01-06 04:00,-4,,2,59,1014,,0,-5.2
112,인천,2018-01-06 05:00,-4,,2.5,59,1014.2,,0,-5.3
112,인천,2018-01-06 06:00,-4,,2.4,56,1014.3,,0,-5.3
112,인천,2018-01-06 07:00,-4,,2.4,63,1014.5,,0,-5.4
112,인천,2018-01-06 08:00,-3.7,,2.3,65,1014.7,,0,-5.3
112,인천,2018-01-06 09:00,-3.3,,2,64,1015.5,,0,-4
112,인천,2018-01-06 10:00,-2.6,,2.6,57,1015.9,,0,-.7
112,인천,2018-01-06 11:00,-1.9,,3.1,52,1016.1,,0,.1
112,인천,2018-01-06 12:00,-1,,2.4,45,1015.8,,0,1.1
112,인천,2018-01-06 13:00,-.2,,2.7,40,1015.1,,0,3.3
112,인천,2018-01-06 14:00,.1,,3.4,38,1014.7,,0,3.7
112,인천,2018-01-06 15:00,.6,,2.9,40,1014.3,,0,3.2
112,인천,2018-01-06 16:00,.7,,3,45,1014.4,,0,1.2
112,인천,2018-01-06 17:00,.3,,1.9,44,1014.4,,3,-.2
112,인천,2018-01-06 18:00,-.6,,2.6,45,1014.2,,3,-.4
112,인천,2018-01-06 19:00,-.7,,2.1,50,1014.9,,,-.9
112,인천,2018-01-06 20:00,-.8,,1.7,57,1015.8,,,-1.3
112,인천,2018-01-06 21:00,-1,,1.6,55,1015.9,,0,-1.7
112,인천,2018-01-06 22:00,-1.3,,1.5,67,1016.6,,,-2.1
112,인천,2018-01-06 23:00,-2,,3.2,47,1016,,,-2.8
112,인천,2018-01-07 00:00,-2.6,,2.1,48,1016.5,,0,-3.4
112,인천,2018-01-07 01:00,-2.8,,1.7,48,1016,,,-4
112,인천,2018-01-07 02:00,-3.1,,1.1,51,1015.7,,,-4.4
112,인천,2018-01-07 03:00,-3.4,,.7,51,1015.8,,0,-4.8
112,인천,2018-01-07 04:00,-3.9,,1.9,61,1015.5,,0,-4.9
112,인천,2018-01-07 05:00,-4.7,,2.6,67,1014.6,,0,-5.2
112,인천,2018-01-07 06:00,-4.7,,1.1,69,1014.9,,7,-5
112,인천,2018-01-07 07:00,-4.9,,1.9,71,1015.1,,7,-5.2
112,인천,2018-01-07 08:00,-4.7,,3.8,67,1013.9,,6,-5.2
112,인천,2018-01-07 09:00,-3.2,,1.1,59,1014.6,,8,-2.9
112,인천,2018-01-07 10:00,-3,,1.3,68,1015.8,,9,-.9
112,인천,2018-01-07 11:00,-.8,,1.7,54,1015.1,,7,0
112,인천,2018-01-07 12:00,.4,,1.3,48,1014.3,,9,.1
112,인천,2018-01-07 13:00,.3,,2.1,58,1013.3,,9,.3
112,인천,2018-01-07 14:00,.7,,2.4,52,1012.3,,10,.9
112,인천,2018-01-07 15:00,1.6,,1.5,46,1011.1,,10,.4
112,인천,2018-01-07 16:00,2,,1.2,39,1011.4,,10,.5
112,인천,2018-01-07 17:00,1.4,,2.3,46,1011,,10,-.3
112,인천,2018-01-07 18:00,1.4,,1.6,43,1011.3,,10,-.2
112,인천,2018-01-07 19:00,.7,,1.4,53,1011.7,,,-.2
112,인천,2018-01-07 20:00,.4,,2.2,50,1010.9,,,-.3
112,인천,2018-01-07 21:00,.4,,2.6,49,1010.5,,10,-.4
112,인천,2018-01-07 22:00,.3,,1.4,50,1010.5,,,-.4
112,인천,2018-01-07 23:00,.3,,1.9,50,1010.3,,,-.5
112,인천,2018-01-08 00:00,0,,2,50,1009.4,,10,-.6
112,인천,2018-01-08 01:00,.2,,.7,51,1008.6,,,-.6
112,인천,2018-01-08 02:00,.4,,1.7,51,1007.8,,,-.6
112,인천,2018-01-08 03:00,.1,,2.1,56,1007.2,,10,-.8
112,인천,2018-01-08 04:00,-.2,,2.2,53,1006.7,,10,-.9
112,인천,2018-01-08 05:00,-.3,,2.4,55,1006.1,,10,-1
112,인천,2018-01-08 06:00,-.3,,1.6,54,1005.5,,10,-1
112,인천,2018-01-08 07:00,-.4,,2.3,51,1004.9,,10,-1.2
112,인천,2018-01-08 08:00,-.4,,.5,48,1004.6,,10,-1.2
112,인천,2018-01-08 09:00,-.1,,2,53,1005.3,,10,-.8
112,인천,2018-01-08 10:00,.5,,1.6,49,1005,,10,-.2
112,인천,2018-01-08 11:00,1.6,,.8,43,1004.2,,7,.3
112,인천,2018-01-08 12:00,2.7,,1.8,40,1003,,9,1.9
112,인천,2018-01-08 13:00,2.4,,2.4,45,1002.3,,10,1.3
112,인천,2018-01-08 14:00,2.5,,2.6,51,1001.1,,10,2
112,인천,2018-01-08 15:00,2.7,,2,52,1000.1,,8,1.2
112,인천,2018-01-08 16:00,2.1,,1.9,56,999.8,,10,.1
112,인천,2018-01-08 17:00,1.6,,3.5,76,999.9,,10,-.1
112,인천,2018-01-08 18:00,.9,.4,3.4,95,999.6,.5,10,-.1
112,인천,2018-01-08 19:00,1.6,,4.6,94,999.5,.5,10,-.2
112,인천,2018-01-08 20:00,1.8,,7.4,77,1000.4,.5,10,-.2
112,인천,2018-01-08 21:00,.7,.5,6.4,85,1000.8,.7,10,-.2
112,인천,2018-01-08 22:00,.8,,7.5,55,1000.9,.7,,-.3
112,인천,2018-01-08 23:00,-.6,,7.1,71,1001.1,.7,10,-.4
112,인천,2018-01-09 00:00,-.9,0,6.8,64,1001.1,.7,6,-.4
112,인천,2018-01-09 01:00,-2.4,,9.9,83,1001.3,.7,8,-.6
112,인천,2018-01-09 02:00,-2.5,,7.4,68,1001.6,.5,4,-.9
112,인천,2018-01-09 03:00,-2.7,0,7.3,64,1002.2,.4,5,-1.3
112,인천,2018-01-09 04:00,-3.9,,6.4,67,1002.9,.4,1,-2.1
112,인천,2018-01-09 05:00,-4.4,,6.4,60,1003,.4,0,-2.7
112,인천,2018-01-09 06:00,-4.8,,4.4,66,1003.5,.4,3,-3.1
112,인천,2018-01-09 07:00,-4.7,,6.4,75,1004.1,.4,5,-3.2
112,인천,2018-01-09 08:00,-4.9,,6.2,74,1004.9,.4,7,-2.9
112,인천,2018-01-09 09:00,-5.1,,3.5,71,1005.5,.3,0,-3.1
112,인천,2018-01-09 10:00,-4,,7,59,1006.1,.3,2,-1.6
112,인천,2018-01-09 11:00,-3.8,,7.1,58,1006.4,.3,2,-.7
112,인천,2018-01-09 12:00,-3.4,,6.8,55,1005.9,.2,1,-.3
112,인천,2018-01-09 13:00,-3,,5.2,59,1005.5,.1,1,0
112,인천,2018-01-09 14:00,-2.6,,5.2,65,1005.6,,7,.1
112,인천,2018-01-09 15:00,-2.4,,5,64,1005.6,,7,0
112,인천,2018-01-09 16:00,-2.8,,6.7,69,1006,,4,-.2
112,인천,2018-01-09 17:00,-2.9,,3.8,58,1005.9,,1,-.9
112,인천,2018-01-09 18:00,-3.6,,3,57,1006.1,,0,-2.5
112,인천,2018-01-09 19:00,-4,,1.7,57,1006.3,,,-3.3
112,인천,2018-01-09 20:00,-4.2,,1.3,62,1006.2,,,-3.2
112,인천,2018-01-09 21:00,-4.2,,.7,60,1006.2,,8,-2.8
112,인천,2018-01-09 22:00,-3.9,,.7,60,1005.9,,7,-2.7
112,인천,2018-01-09 23:00,-4.1,,3.6,67,1005.6,,10,-2.7
112,인천,2018-01-10 00:00,-5.1,.3,4.1,90,1005.5,.5,10,-2.3
112,인천,2018-01-10 01:00,-6.1,,5.6,87,1005.7,.7,10,-2.6
112,인천,2018-01-10 02:00,-6,,3.6,80,1006.3,.7,10,-2.5
112,인천,2018-01-10 03:00,-6.2,.2,3.4,74,1006.6,.7,3,-3.2
112,인천,2018-01-10 04:00,-6.4,,2.9,71,1006.8,.7,0,-3.6
112,인천,2018-01-10 05:00,-6.5,,2.4,65,1006.7,.7,0,-3.9
112,인천,2018-01-10 06:00,-6.2,,5.4,60,1007,.7,0,-4.1
112,인천,2018-01-10 07:00,-6.4,,5.7,61,1007.7,.7,0,-4.2
112,인천,2018-01-10 08:00,-7,,3.9,67,1008.4,.7,0,-4.3
112,인천,2018-01-10 09:00,-6.8,,5.4,59,1009.2,.6,0,-3.9
112,인천,2018-01-10 10:00,-6.3,,4.4,59,1009.7,.6,0,-2.2
112,인천,2018-01-10 11:00,-6,,6.7,54,1009.7,.6,0,-.9
112,인천,2018-01-10 12:00,-5.7,,5.5,54,1009.5,.5,1,-.4
112,인천,2018-01-10 13:00,-5.7,,6.5,54,1009.1,.4,1,-.2
112,인천,2018-01-10 14:00,-5.7,,7.7,50,1009.1,.3,1,-.1
112,인천,2018-01-10 15:00,-5.9,,8.5,48,1009.4,.3,0,-.3
112,인천,2018-01-10 16:00,-6,,7.3,45,1010.2,.2,0,-1
112,인천,2018-01-10 17:00,-6.9,,8.9,39,1011,.2,0,-3.7
112,인천,2018-01-10 18:00,-7.6,,5.6,50,1011.9,.2,0,-5
112,인천,2018-01-10 19:00,-8,,6,48,1012.5,.2,,-5.8
112,인천,2018-01-10 20:00,-8.4,,6.5,48,1013.2,.2,,-6.4
112,인천,2018-01-10 21:00,-8.8,,4.9,50,1014,.2,0,-6.7
112,인천,2018-01-10 22:00,-9.1,,5.2,54,1014.5,.2,,-7
112,인천,2018-01-10 23:00,-9.4,,5.8,55,1014.5,.2,,-7.2
112,인천,2018-01-11 00:00,-9.6,,7.1,59,1014.6,.2,0,-7.4
112,인천,2018-01-11 01:00,-9.8,,6.1,60,1014.6,.2,,-7.7
112,인천,2018-01-11 02:00,-10,,5.8,63,1015,.2,,-7.8
112,인천,2018-01-11 03:00,-10.3,,5.2,62,1015.6,.2,0,-8
112,인천,2018-01-11 04:00,-10.6,,4.7,62,1015.5,.2,0,-8.1
112,인천,2018-01-11 05:00,-10.7,,4.3,61,1015.7,.2,0,-8.3
112,인천,2018-01-11 06:00,-10.9,,5.4,58,1016,.2,0,-8.5
112,인천,2018-01-11 07:00,-10.9,,5.7,62,1016.3,.2,0,-8.6
112,인천,2018-01-11 08:00,-11.2,,5.8,57,1016.9,.2,0,-8.7
112,인천,2018-01-11 09:00,-10.8,,4.8,56,1017.6,.2,1,-7.4
112,인천,2018-01-11 10:00,-10.5,,5.1,53,1018.3,.2,0,-4.1
112,인천,2018-01-11 11:00,-10,,4.3,56,1018.4,.1,3,-2.1
112,인천,2018-01-11 12:00,-9.5,,4.6,52,1018.1,,4,-.6
112,인천,2018-01-11 13:00,-9.7,,6.8,56,1017.9,,2,-.4
112,인천,2018-01-11 14:00,-9.6,,6.4,55,1017.9,,2,-.4
112,인천,2018-01-11 15:00,-9.4,,5.8,55,1018,,1,-.7
112,인천,2018-01-11 16:00,-9.4,,5.3,49,1018.2,,1,-1.8
112,인천,2018-01-11 17:00,-9.9,,5.2,54,1018.4,,1,-4.9
112,인천,2018-01-11 18:00,-10.3,,5.5,53,1018.9,,1,-6.5
112,인천,2018-01-11 19:00,-10.6,,5.5,58,1019.4,,,-7.3
112,인천,2018-01-11 20:00,-11.4,,6.4,59,1020.1,,,-7.9
112,인천,2018-01-11 21:00,-12,,6.1,55,1020.7,,2,-8.5
112,인천,2018-01-11 22:00,-12.3,,6,52,1021,,,-9
112,인천,2018-01-11 23:00,-12.5,,6,49,1020.9,,,-9.3
112,인천,2018-01-12 00:00,-12.6,,4.9,50,1021.1,,0,-9.5
112,인천,2018-01-12 01:00,-12.6,,5.3,51,1021.2,,,-9.7
112,인천,2018-01-12 02:00,-13.1,,3.5,53,1021.3,,,-9.7
112,인천,2018-01-12 03:00,-13.4,,3.3,54,1021.4,,0,-9.8
112,인천,2018-01-12 04:00,-13.2,,4,54,1021.6,,0,-10
112,인천,2018-01-12 05:00,-13.4,,4.6,51,1021.6,,0,-10.1
112,인천,2018-01-12 06:00,-13.7,,2.9,53,1022.2,,0,-10.2
112,인천,2018-01-12 07:00,-14.2,,2.5,53,1022.8,,0,-10.3
112,인천,2018-01-12 08:00,-14.2,,1.9,55,1023.2,,0,-10.3
112,인천,2018-01-12 09:00,-13.2,,2.2,51,1023.8,,0,-8.7
112,인천,2018-01-12 10:00,-11.9,,1.5,48,1024.3,,0,-4.3
112,인천,2018-01-12 11:00,-11,,1.7,47,1024.3,,0,-1.4
112,인천,2018-01-12 12:00,-10.6,,2.9,46,1024.2,,0,-.1
112,인천,2018-01-12 13:00,-9.6,,2.1,43,1023.3,,0,1
112,인천,2018-01-12 14:00,-7.9,,1.7,44,1022.8,,0,1.5
112,인천,2018-01-12 15:00,-6.9,,1.4,41,1022.4,,2,1.3
112,인천,2018-01-12 16:00,-6.6,,1.8,40,1022.4,,0,-.2
112,인천,2018-01-12 17:00,-7.1,,1.5,46,1022,,3,-1.3
112,인천,2018-01-12 18:00,-8,,1.9,53,1022.2,,6,-4.1
112,인천,2018-01-12 19:00,-7.6,,2.1,49,1022.3,,,-4
112,인천,2018-01-12 20:00,-7.3,,2.4,47,1022.3,,,-4
112,인천,2018-01-12 21:00,-6.8,0,2.2,42,1022.5,,9,-4
112,인천,2018-01-12 22:00,-6.4,,1,46,1022.6,,9,-3.9
112,인천,2018-01-12 23:00,-6.3,,1.9,53,1022.7,,10,-3.9
112,인천,2018-01-13 00:00,-6.2,0,1.3,60,1022.6,,10,-3.8
112,인천,2018-01-13 01:00,-6.3,,2.3,67,1022.1,,10,-4
112,인천,2018-01-13 02:00,-6.5,,2.4,67,1022.2,,10,-3.9
112,인천,2018-01-13 03:00,-6.6,0,2.9,73,1022.2,0,10,-3.9
112,인천,2018-01-13 04:00,-6.4,,1.8,75,1021.7,0,10,-3.8
112,인천,2018-01-13 05:00,-6.3,,2.3,77,1021.7,.1,10,-3.6
112,인천,2018-01-13 06:00,-6.1,.2,2.4,83,1021.5,.3,10,-3.3
112,인천,2018-01-13 07:00,-5.9,,3.4,84,1021.7,.6,10,-3.1
112,인천,2018-01-13 08:00,-5.7,,2.2,87,1022.1,1,10,-2.8
112,인천,2018-01-13 09:00,-5.3,.4,2.5,89,1022.5,2,10,-2.2
112,인천,2018-01-13 10:00,-4.7,,2,89,1023,2.7,10,-1.6
112,인천,2018-01-13 11:00,-3.5,,1.4,86,1023.6,2.9,9,-.8
112,인천,2018-01-13 12:00,-2.7,.1,1.2,87,1023.4,2.4,9,-.5
112,인천,2018-01-13 13:00,-1.8,,1.2,85,1023.1,1.7,8,-.3
112,인천,2018-01-13 14:00,-.4,,.8,81,1022.7,.5,8,.1
112,인천,2018-01-13 15:00,-.2,,.7,84,1022.7,,9,1.1
112,인천,2018-01-13 16:00,.6,,.7,78,1022.8,,6,.7
112,인천,2018-01-13 17:00,0,,1.9,76,1022.6,,7,-.2
112,인천,2018-01-13 18:00,-1,,2.5,75,1022.9,,4,-.6
112,인천,2018-01-13 19:00,-1.6,,2.1,76,1023.2,,,-1.5
112,인천,2018-01-13 20:00,-2,,2.2,79,1023.2,,,-2.4
112,인천,2018-01-13 21:00,-2.2,,2.3,82,1023.5,,9,-3.2
112,인천,2018-01-13 22:00,-2.5,,2.4,84,1023.9,,,-3.7
112,인천,2018-01-13 23:00,-2.6,,2.2,85,1024.1,,,-3.3
112,인천,2018-01-14 00:00,-2,,2.5,83,1023.5,,9,-2.3
112,인천,2018-01-14 01:00,-2.4,,2.2,84,1023.1,,,-3.8
112,인천,2018-01-14 02:00,-2.4,,2.8,84,1022.7,,,-4.2
112,인천,2018-01-14 03:00,-2.8,,1.5,86,1022.5,,0,-4.5
112,인천,2018-01-14 04:00,-3.1,,0,85,1022.4,,0,-5
112,인천,2018-01-14 05:00,-3.4,,1.8,87,1022.2,,0,-5.2
112,인천,2018-01-14 06:00,-3.3,,3.6,89,1022,,5,-4.8
112,인천,2018-01-14 07:00,-2.9,,2.8,86,1022.6,,9,-4.2
112,인천,2018-01-14 08:00,-2.8,,4,84,1022.3,,8,-4.1
112,인천,2018-01-14 09:00,-1.9,,3.9,79,1022.1,,8,-2.6
112,인천,2018-01-14 10:00,-.4,,2.8,74,1022.4,,8,-.7
112,인천,2018-01-14 11:00,.4,,3.2,71,1022.3,,8,0
112,인천,2018-01-14 12:00,2.5,,2.4,64,1021.3,,8,2.8
112,인천,2018-01-14 13:00,4.1,,4.4,57,1019.8,,6,5
112,인천,2018-01-14 14:00,3.9,,4,58,1018.6,,9,3.2
112,인천,2018-01-14 15:00,4.9,,5.4,55,1017.9,,4,4.2
112,인천,2018-01-14 16:00,4.7,,5,57,1017.2,,4,2.6
112,인천,2018-01-14 17:00,4.2,,4.3,59,1017.4,,9,.5
112,인천,2018-01-14 18:00,4,,4.3,59,1017,,10,.1
112,인천,2018-01-14 19:00,3.8,,4.8,60,1016.7,,,0
112,인천,2018-01-14 20:00,3.8,,4.7,60,1016.2,,,-.4
112,인천,2018-01-14 21:00,3.9,,4.4,62,1016,,8,0
112,인천,2018-01-14 22:00,4.1,,5.2,64,1015,,,.2
112,인천,2018-01-14 23:00,4.3,,4.9,65,1015.1,,,.2
112,인천,2018-01-15 00:00,4.4,,2.1,67,1015.6,,7,.3
112,인천,2018-01-15 01:00,4.4,,3.2,69,1015.2,,,.5
112,인천,2018-01-15 02:00,4.5,,3.9,73,1014.9,,,.6
112,인천,2018-01-15 03:00,4.5,,3.7,79,1014.6,,8,.3
112,인천,2018-01-15 04:00,4.3,,3.7,83,1014.4,,5,0
112,인천,2018-01-15 05:00,4.5,,3.3,87,1014,,8,1
112,인천,2018-01-15 06:00,4.2,.2,2.1,94,1014.3,,10,.9
112,인천,2018-01-15 07:00,3.4,,2.4,95,1014.8,,0,-.2
112,인천,2018-01-15 08:00,2.8,,2.5,95,1015.1,,0,-.2
112,인천,2018-01-15 09:00,3,0,2.9,90,1015.8,,0,-.2
112,인천,2018-01-15 10:00,3.4,,3.1,85,1016.6,,0,2.3
112,인천,2018-01-15 11:00,3.7,,4.2,82,1016.9,,0,5.5
112,인천,2018-01-15 12:00,4.9,,2.5,69,1016.5,,0,7.6
112,인천,2018-01-15 13:00,5.2,,2.6,59,1016.1,,8,6
112,인천,2018-01-15 14:00,5.3,,2.2,67,1014.7,,8,6.4
112,인천,2018-01-15 15:00,5.7,,2.4,61,1014.2,,8,4.3
112,인천,2018-01-15 16:00,5.4,,2.9,52,1014.4,,4,3.5
