지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),적설(cm),전운량(10분위),지면온도(°C)
112,인천,2016-01-03 03:00,6.9,,1.5,98,1010.9,,5,3.6
112,인천,2016-01-03 04:00,6.3,,0,98,1010.6,,8,1.9
112,인천,2016-01-03 05:00,5.2,,1.1,98,1010.4,,10,3.6
112,인천,2016-01-03 06:00,5.1,,1.1,98,1011,,10,4.3
112,인천,2016-01-03 07:00,5.1,,.1,98,1011.2,,10,4
112,인천,2016-01-03 08:00,5.1,,.4,98,1011.4,,10,4.3
112,인천,2016-01-03 09:00,5,,.9,98,1011.5,,10,5.4
112,인천,2016-01-03 10:00,5.4,,1,98,1011.6,,10,7.2
112,인천,2016-01-03 11:00,5.7,,1.8,98,1011.8,,10,8.2
112,인천,2016-01-03 12:00,6.1,,.9,98,1011.4,,10,10.9
112,인천,2016-01-03 13:00,6.5,,.8,98,1010.7,,10,11.7
112,인천,2016-01-03 14:00,6.7,,1.2,98,1010,,10,12.2
112,인천,2016-01-03 15:00,7.6,,.3,98,1009.7,,10,10.8
112,인천,2016-01-03 16:00,7.6,,.7,98,1009.5,,7,7.7
112,인천,2016-01-03 17:00,6.1,,2,98,1009.7,,10,5.7
112,인천,2016-01-03 18:00,5.8,,2.1,98,1010.3,,10,3.8
112,인천,2016-01-03 19:00,5.6,,1.4,98,1010.4,,,4
112,인천,2016-01-03 20:00,5.8,,.9,98,1010.7,,,4.4
112,인천,2016-01-03 21:00,5.6,,2.5,98,1011,,10,4.6
112,인천,2016-01-03 22:00,5.4,,1.5,98,1011.3,,,4.1
112,인천,2016-01-03 23:00,5.2,,1.7,98,1011.6,,,3.4
112,인천,2016-01-04 00:00,4.8,,1.3,98,1011.3,,10,2
112,인천,2016-01-04 01:00,4.6,,1.4,98,1011.5,,,2.9
112,인천,2016-01-04 02:00,4.8,,1.9,98,1011.9,,,3.3
112,인천,2016-01-04 03:00,5.1,,3.9,98,1012.1,,9,3.5
112,인천,2016-01-04 04:00,4.5,,4.9,98,1012.4,,9,3.2
112,인천,2016-01-04 05:00,3.8,,5.1,98,1012.7,,9,2.6
112,인천,2016-01-04 06:00,3.2,,3.6,98,1013.5,,8,1.4
112,인천,2016-01-04 07:00,2.3,,4.7,98,1014.3,,0,.4
112,인천,2016-01-04 08:00,1.9,,4.2,98,1014.8,,7,.4
112,인천,2016-01-04 09:00,1.9,,5.1,98,1015.7,,3,1.7
112,인천,2016-01-04 10:00,2.3,,4.8,88,1016.2,,4,4.1
112,인천,2016-01-04 11:00,3,,4.2,66,1016.2,,5,10.6
112,인천,2016-01-04 12:00,3.3,,5.3,63,1015.8,,6,11.6
112,인천,2016-01-04 13:00,3.6,,4.8,56,1015.1,,7,11.8
112,인천,2016-01-04 14:00,4.2,,4.7,51,1014.8,,5,10.3
112,인천,2016-01-04 15:00,4,,4.8,55,1014.8,,7,7.3
112,인천,2016-01-04 16:00,3.5,,6.6,38,1015,,7,3.2
112,인천,2016-01-04 17:00,2.6,,5.3,44,1015.2,,7,1
112,인천,2016-01-04 18:00,1.8,,3.5,46,1015.9,,3,-.7
112,인천,2016-01-04 19:00,1,,4.7,56,1016.3,,,-1.3
112,인천,2016-01-04 20:00,.6,,3.3,64,1016.7,,,-1.6
112,인천,2016-01-04 21:00,.1,,5,63,1017.3,,0,-1
112,인천,2016-01-04 22:00,-.5,,5.1,53,1017.6,,,-1.3
112,인천,2016-01-04 23:00,-.9,,5,52,1017.6,,,-1.5
112,인천,2016-01-05 00:00,-1.8,,4,62,1018,,6,-1.7
112,인천,2016-01-05 01:00,-2,,4.6,62,1018.1,,,-1.6
112,인천,2016-01-05 02:00,-2.2,,4.8,59,1018,,,-1.9
112,인천,2016-01-05 03:00,-2.4,,5.2,57,1018.1,,6,-1.8
112,인천,2016-01-05 04:00,-2.6,,4.5,59,1018,,6,-1.9
112,인천,2016-01-05 05:00,-2.8,,4.2,54,1017.7,,6,-1.9
112,인천,2016-01-05 06:00,-2.9,,4.7,45,1017.8,,5,-2.2
112,인천,2016-01-05 07:00,-3.3,,5.6,42,1018.5,,6,-2.9
112,인천,2016-01-05 08:00,-3.4,,6,39,1018.9,,6,-3
112,인천,2016-01-05 09:00,-3.6,,4.8,39,1019.4,,8,-2
112,인천,2016-01-05 10:00,-2.9,,3.7,37,1020.4,,9,.5
112,인천,2016-01-05 11:00,-1.7,,4.2,31,1020.7,,8,5.6
112,인천,2016-01-05 12:00,-1.3,,4.4,32,1020.3,,8,5.2
112,인천,2016-01-05 13:00,-.6,,4.3,32,1019.2,,7,5.7
112,인천,2016-01-05 14:00,-.4,,4.7,35,1018.5,,2,4.5
112,인천,2016-01-05 15:00,-.1,,3.5,38,1018.1,,0,3.2
112,인천,2016-01-05 16:00,-.2,,2.9,42,1018.3,,0,0
112,인천,2016-01-05 17:00,-.6,,3.5,44,1018.9,,0,-1
112,인천,2016-01-05 18:00,-1.3,,3.6,49,1019.2,,0,-1.7
112,인천,2016-01-05 19:00,-1.5,,2.6,50,1019.8,,,-2.1
112,인천,2016-01-05 20:00,-1.6,,2.5,53,1019.7,,,-2.3
112,인천,2016-01-05 21:00,-1.8,,3.3,54,1019.7,,0,-2.5
112,인천,2016-01-05 22:00,-1.8,,3.1,51,1019.5,,,-2.7
112,인천,2016-01-05 23:00,-2.2,,1.7,53,1019.3,,,-3
112,인천,2016-01-06 00:00,-2.1,,1.8,56,1019.3,,5,-2.3
112,인천,2016-01-06 01:00,-2.1,,.7,58,1018.9,,,-1.6
112,인천,2016-01-06 02:00,-2.1,,2.3,56,1018.3,,,-2.4
112,인천,2016-01-06 03:00,-2.2,,2.5,58,1018.3,,7,-2.2
112,인천,2016-01-06 04:00,-2.1,,1.3,52,1018,,7,-1.9
112,인천,2016-01-06 05:00,-2.1,,2.1,54,1017.9,,7,-1.5
112,인천,2016-01-06 06:00,-1.9,,1.6,57,1017.6,,8,-1.3
112,인천,2016-01-06 07:00,-1.7,,2.9,57,1017.9,,8,-1.6
112,인천,2016-01-06 08:00,-1.7,,2,62,1018,,6,-2.1
112,인천,2016-01-06 09:00,-.9,,2,58,1018,,5,-.8
112,인천,2016-01-06 10:00,-.1,,.3,58,1018,,7,0
112,인천,2016-01-06 11:00,.8,,1.5,66,1018.1,,8,.2
112,인천,2016-01-06 12:00,1.5,,2.3,60,1017.6,,8,.8
112,인천,2016-01-06 13:00,1.8,,2.6,69,1016.9,,9,1.3
112,인천,2016-01-06 14:00,1.8,,1.3,72,1015.9,,9,1.9
112,인천,2016-01-06 15:00,2.3,,1.6,72,1015.1,,10,3.1
112,인천,2016-01-06 16:00,1.9,,2.5,71,1014.8,,10,2.4
112,인천,2016-01-06 17:00,1.5,,3.8,66,1014.8,,9,1.2
112,인천,2016-01-06 18:00,1.1,,5,70,1015,,9,.5
112,인천,2016-01-06 19:00,.6,,3.8,71,1015.3,,,.3
112,인천,2016-01-06 20:00,.2,,4,72,1015.6,,,.3
112,인천,2016-01-06 21:00,-.4,,4.4,75,1015.7,,0,.2
112,인천,2016-01-06 22:00,-.9,,4.3,73,1016,,,.1
112,인천,2016-01-06 23:00,-1.5,,4.1,73,1016.1,,,0
112,인천,2016-01-07 00:00,-1.9,,6,69,1016.6,,0,-.2
112,인천,2016-01-07 01:00,-2.4,,4.1,68,1016.6,,,-.4
112,인천,2016-01-07 02:00,-2.7,,3.9,70,1016.3,,,-.6
112,인천,2016-01-07 03:00,-2.5,,4.6,69,1016.6,,0,-.7
112,인천,2016-01-07 04:00,-2.7,,4.2,69,1016.3,,0,-.9
112,인천,2016-01-07 05:00,-2.8,,4.1,64,1016,,0,-1.1
112,인천,2016-01-07 06:00,-3.1,,3.4,69,1016.4,,0,-1.3
112,인천,2016-01-07 07:00,-3.3,,3.4,61,1016.7,,0,-1.5
112,인천,2016-01-07 08:00,-3.4,,2.8,62,1016.8,,0,-1.7
112,인천,2016-01-07 09:00,-3.3,,2.9,64,1017.1,,0,-1.3
112,인천,2016-01-07 10:00,-2.6,,2.9,60,1017.6,,0,-.6
112,인천,2016-01-07 11:00,-1.9,,4.2,46,1017.5,,0,-.1
112,인천,2016-01-07 12:00,-1.6,,3.3,50,1017.1,,0,.4
112,인천,2016-01-07 13:00,-.8,,3.6,45,1016.1,,0,1.8
112,인천,2016-01-07 14:00,0,,2.8,50,1015.5,,0,3.4
112,인천,2016-01-07 15:00,.9,,2.1,49,1015,,1,2.8
112,인천,2016-01-07 16:00,-.2,,4.2,48,1015.3,,1,.7
112,인천,2016-01-07 17:00,-.9,,4,52,1015.7,,2,.3
112,인천,2016-01-07 18:00,-1.2,,3.8,57,1015.6,,2,.1
112,인천,2016-01-07 19:00,-1.3,,2.5,61,1015.7,,,0
112,인천,2016-01-07 20:00,-1.5,,4.3,64,1015.7,,,0
112,인천,2016-01-07 21:00,-2,,5.3,66,1015.6,,0,-.2
112,인천,2016-01-07 22:00,-3,,3.8,70,1015.7,,,-.4
112,인천,2016-01-07 23:00,-3.5,,3.4,71,1015.3,,,-.7
112,인천,2016-01-08 00:00,-3.7,,2.3,69,1015.1,,1,-.9
112,인천,2016-01-08 01:00,-4.2,,1.9,70,1014.8,,,-1.3
112,인천,2016-01-08 02:00,-4.3,,1.8,71,1014.7,,,-1.5
112,인천,2016-01-08 03:00,-4.7,,1.6,74,1014.7,,0,-1.9
112,인천,2016-01-08 04:00,-5,,1.9,76,1014.4,,0,-2
112,인천,2016-01-08 05:00,-5,,2.5,76,1014.1,,0,-2.2
112,인천,2016-01-08 06:00,-5,,1.2,76,1014,,0,-2.2
112,인천,2016-01-08 07:00,-5,,1.5,76,1014.2,,0,-2.3
112,인천,2016-01-08 08:00,-4.8,,1.3,73,1014.8,,0,-2.3
112,인천,2016-01-08 09:00,-4,,1.6,72,1015.4,,0,-1.6
112,인천,2016-01-08 10:00,-2.8,,2.7,67,1015.9,,0,-.7
112,인천,2016-01-08 11:00,-1.9,,3,56,1015.9,,0,-.1
112,인천,2016-01-08 12:00,-1,,3.4,43,1015.2,,0,0
112,인천,2016-01-08 13:00,-.1,,2.9,40,1014.3,,0,1.2
112,인천,2016-01-08 14:00,.8,,2.8,40,1013.9,,0,1.8
112,인천,2016-01-08 15:00,1.4,,2.3,43,1013.7,,0,1.5
112,인천,2016-01-08 16:00,.8,,4.3,47,1013.7,,0,.2
112,인천,2016-01-08 17:00,.5,,3.4,52,1014,,0,.1
112,인천,2016-01-08 18:00,-.3,,2.7,60,1014.1,,0,0
112,인천,2016-01-08 19:00,-1,,.8,65,1014.4,,,0
112,인천,2016-01-08 20:00,-.3,,2,70,1014.7,,,0
112,인천,2016-01-08 21:00,-.1,,2.1,72,1014.8,,3,-.1
112,인천,2016-01-08 22:00,-.4,,3.3,72,1015,,,-.2
112,인천,2016-01-08 23:00,-1.1,,4.1,72,1015.5,,,-.4
112,인천,2016-01-09 00:00,-1.6,,3.5,73,1015.6,,1,-.6
112,인천,2016-01-09 01:00,-2.1,,2.3,73,1015.6,,,-.9
112,인천,2016-01-09 02:00,-2.8,,2.9,74,1015.7,,,-1.1
112,인천,2016-01-09 03:00,-3.2,,2,75,1016,,2,-1.3
112,인천,2016-01-09 04:00,-3.4,,2.3,72,1015.7,,1,-1.4
112,인천,2016-01-09 05:00,-3.7,,2.1,73,1015.9,,5,-1.6
112,인천,2016-01-09 06:00,-3.4,,1.5,73,1016.1,,3,-1.7
112,인천,2016-01-09 07:00,-3.8,,2.2,71,1016.4,,0,-1.9
112,인천,2016-01-09 08:00,-4,,1.5,70,1016.8,,0,-2
112,인천,2016-01-09 09:00,-3.2,,1.1,65,1017,,0,-1.5
112,인천,2016-01-09 10:00,-1.9,,1.4,62,1017.7,,0,-.5
112,인천,2016-01-09 11:00,-1,,1.9,60,1017.8,,0,-.1
112,인천,2016-01-09 12:00,1.2,,1.6,57,1017.5,,0,.2
112,인천,2016-01-09 13:00,1.9,,3.4,62,1016.7,,8,2.1
112,인천,2016-01-09 14:00,2.3,,3.4,63,1016.1,,4,4
112,인천,2016-01-09 15:00,2,,2.7,67,1015.9,,4,3.4
112,인천,2016-01-09 16:00,1.7,,3.5,67,1015.8,,5,2
112,인천,2016-01-09 17:00,.5,,3.6,74,1015.9,,9,.5
112,인천,2016-01-09 18:00,.2,,1.9,76,1016,,9,.2
112,인천,2016-01-09 19:00,-.1,,1.4,79,1016.1,,,.1
112,인천,2016-01-09 20:00,-.5,,1.7,81,1016.1,,,0
112,인천,2016-01-09 21:00,-.2,,1.6,81,1016.4,,9,0
112,인천,2016-01-09 22:00,.7,,3.5,76,1016.2,,,0
112,인천,2016-01-09 23:00,1.8,,4.8,68,1016.4,,,0
112,인천,2016-01-10 00:00,1.8,,4,70,1015.8,,6,0
112,인천,2016-01-10 01:00,2.2,,4.8,67,1015.8,,,0
112,인천,2016-01-10 02:00,2.4,,4.4,66,1015.9,,9,0
112,인천,2016-01-10 03:00,2.4,0,4.1,72,1015.8,,9,0
112,인천,2016-01-10 04:00,3.2,,4.6,78,1015.3,,9,0
112,인천,2016-01-10 05:00,2.9,,5,73,1015.2,,9,.1
112,인천,2016-01-10 06:00,2.4,0,4.3,73,1015.6,,8,0
112,인천,2016-01-10 07:00,2.2,,4.1,72,1016.2,,8,.1
112,인천,2016-01-10 08:00,.5,,5.2,72,1017.1,,8,0
112,인천,2016-01-10 09:00,.3,,3.6,70,1017.8,,6,0
112,인천,2016-01-10 10:00,.5,,4.6,56,1018.6,,7,0
112,인천,2016-01-10 11:00,1,,4.7,45,1018.8,,3,.3
112,인천,2016-01-10 12:00,2.5,,2.9,46,1018.2,,0,5.8
112,인천,2016-01-10 13:00,3,,3.9,33,1017.4,,0,7.2
112,인천,2016-01-10 14:00,3.1,,4.4,37,1017.1,,0,6.8
112,인천,2016-01-10 15:00,3.3,,4.3,30,1017,,0,4.8
112,인천,2016-01-10 16:00,3,,3.7,33,1017.1,,0,2.2
112,인천,2016-01-10 17:00,2.5,,2.7,35,1017.3,,0,.7
112,인천,2016-01-10 18:00,1.5,,3.6,37,1018.1,,0,.4
112,인천,2016-01-10 19:00,.7,,3.5,41,1019,,,.3
112,인천,2016-01-10 20:00,-.1,,2.9,42,1019.4,,,.1
112,인천,2016-01-10 21:00,-.7,,3.4,42,1019.1,,0,0
112,인천,2016-01-10 22:00,-.9,,3.2,41,1018.8,,,-.2
112,인천,2016-01-10 23:00,-1,,2.3,52,1019,,,-.3
112,인천,2016-01-11 00:00,-1.7,,2.9,59,1019.4,,0,-.5
112,인천,2016-01-11 01:00,-2.7,,3.2,57,1019.5,,,-.7
112,인천,2016-01-11 02:00,-3,,4.6,57,1019.5,,,-1.1
112,인천,2016-01-11 03:00,-3.8,,3.2,60,1019.1,,0,-1.4
112,인천,2016-01-11 04:00,-4.3,,2.3,62,1018.7,,0,-1.8
112,인천,2016-01-11 05:00,-4.6,,2.6,64,1018.5,,0,-2.1
112,인천,2016-01-11 06:00,-5,,2.8,68,1018.6,,0,-2.2
112,인천,2016-01-11 07:00,-5,,3.6,60,1018.8,,0,-2.4
112,인천,2016-01-11 08:00,-5.3,,4,64,1019.2,,0,-2.5
112,인천,2016-01-11 09:00,-4.8,,3.3,64,1019.5,,0,-2
112,인천,2016-01-11 10:00,-3.7,,3.2,59,1019.8,,2,-.7
112,인천,2016-01-11 11:00,-2.8,,4.3,48,1020,,3,-.1
112,인천,2016-01-11 12:00,-2,,3.7,41,1019.2,,3,.1
112,인천,2016-01-11 13:00,-1.4,,3.7,37,1018.2,,1,1.2
112,인천,2016-01-11 14:00,-1.2,,4.6,42,1017.4,,0,1.5
112,인천,2016-01-11 15:00,-.9,,4.2,41,1017.1,,0,1.3
112,인천,2016-01-11 16:00,-.9,,4.3,39,1016.9,,0,.3
112,인천,2016-01-11 17:00,-1.5,,2.9,46,1016.8,,1,.1
112,인천,2016-01-11 18:00,-2.2,,4,42,1017,,2,0
112,인천,2016-01-11 19:00,-2.6,,2.9,41,1017.7,,,-.2
112,인천,2016-01-11 20:00,-2.9,,5.7,45,1018.2,,,-.7
112,인천,2016-01-11 21:00,-3.7,,3.9,50,1018,,0,-1.1
112,인천,2016-01-11 22:00,-4.4,,3.6,54,1018.1,,,-1.6
112,인천,2016-01-11 23:00,-4.9,,4.4,54,1018,,,-2.1
112,인천,2016-01-12 00:00,-5.4,,4.6,53,1017.6,,2,-2.4
112,인천,2016-01-12 01:00,-5.8,,3.9,55,1017.4,,,-2.7
112,인천,2016-01-12 02:00,-6.3,,4,58,1017.5,,,-2.9
112,인천,2016-01-12 03:00,-6.7,,3.3,60,1017.6,,2,-3
112,인천,2016-01-12 04:00,-6.8,,2.7,61,1017.2,,0,-3.2
112,인천,2016-01-12 05:00,-6.8,,2.9,64,1016.9,,0,-3.3
112,인천,2016-01-12 06:00,-6.5,,3.2,59,1016.8,,0,-3.3
112,인천,2016-01-12 07:00,-7.1,,2.7,58,1016.8,,0,-3.3
112,인천,2016-01-12 08:00,-7.3,,3.3,57,1016.8,,3,-3.4
112,인천,2016-01-12 09:00,-6.3,,3.2,52,1017.1,,1,-2.8
112,인천,2016-01-12 10:00,-5,,1.8,49,1017.6,,0,-.9
112,인천,2016-01-12 11:00,-4,,1.9,52,1017.1,,0,-.2
112,인천,2016-01-12 12:00,-2.7,,2.8,48,1016.1,,0,.2
112,인천,2016-01-12 13:00,-2.2,,3.5,46,1015.3,,0,1.4
112,인천,2016-01-12 14:00,-1.3,,3.5,43,1014.3,,0,1.7
112,인천,2016-01-12 15:00,-.9,,2.8,50,1014,,0,.9
112,인천,2016-01-12 16:00,-1,,3.4,49,1014,,1,0
112,인천,2016-01-12 17:00,-2,,3.7,53,1013.9,,2,-.1
112,인천,2016-01-12 18:00,-2.5,,2.8,60,1014,,2,-.1
112,인천,2016-01-12 19:00,-2.4,,1.9,66,1014,,,-.3
112,인천,2016-01-12 20:00,-2.5,,5.3,68,1014.1,,,-.7
112,인천,2016-01-12 21:00,-3.1,,6.5,70,1014.2,,8,-.8
112,인천,2016-01-12 22:00,-3.9,,3.8,71,1014.3,,,-1
112,인천,2016-01-12 23:00,-4.8,,4.7,74,1014.2,,,-1.8
112,인천,2016-01-13 00:00,-5.7,,3.6,75,1013.9,,4,-2.3
112,인천,2016-01-13 01:00,-6.2,,2.8,75,1013.4,,,-2.5
112,인천,2016-01-13 02:00,-6.2,,1.5,70,1013.3,,,-2.5
112,인천,2016-01-13 03:00,-6.5,,0,69,1013.3,,8,-2.4
112,인천,2016-01-13 04:00,-6.2,,1.1,73,1012.7,,8,-2.3
112,인천,2016-01-13 05:00,-5.7,,.6,71,1012.5,,8,-1.7
112,인천,2016-01-13 06:00,-5.6,,1.4,75,1012.6,,8,-2.3
112,인천,2016-01-13 07:00,-5.3,,2.7,75,1012.8,,5,-2.5
112,인천,2016-01-13 08:00,-5.6,,2.2,78,1013.1,,4,-2.7
112,인천,2016-01-13 09:00,-4.7,,.3,66,1013.1,,8,-1.6
112,인천,2016-01-13 10:00,-3.3,,.8,59,1013,,5,-.5
112,인천,2016-01-13 11:00,-1.9,,.4,54,1012.4,,3,-.1
112,인천,2016-01-13 12:00,0,,2.4,53,1011.5,,8,.4
112,인천,2016-01-13 13:00,-.6,,2.7,70,1010.3,,9,1.1
112,인천,2016-01-13 14:00,-.6,,3.6,78,1009.5,,9,1
112,인천,2016-01-13 15:00,-1.2,.4,3.3,98,1008.6,.3,9,.2
112,인천,2016-01-13 16:00,-1.1,,3.1,98,1008.6,1.8,9,-.1
112,인천,2016-01-13 17:00,-.5,,3.2,98,1008.8,2.6,8,0
112,인천,2016-01-13 18:00,-1,1.2,3.4,97,1009.3,2.2,5,-.1
112,인천,2016-01-13 19:00,-1.2,,5.7,90,1010,1.9,,-.1
112,인천,2016-01-13 20:00,-1.6,,7.1,83,1010.6,1.8,,-.1
112,인천,2016-01-13 21:00,-2.5,,6,78,1011.3,1.7,5,-.1
112,인천,2016-01-13 22:00,-3.9,,6.6,77,1012.2,1.7,,-.1
112,인천,2016-01-13 23:00,-4.9,,3.9,67,1012.7,1.7,,-.1
112,인천,2016-01-14 00:00,-5.5,,4.1,58,1012.7,1.6,2,-.1
112,인천,2016-01-14 01:00,-5.7,,3.3,61,1012.8,1.6,,-.1
112,인천,2016-01-14 02:00,-6,,1.2,59,1013.2,1.6,,-.1
112,인천,2016-01-14 03:00,-5.9,,2.1,59,1013.4,1.6,6,-.1
112,인천,2016-01-14 04:00,-5.7,,1.6,59,1013.3,1.6,5,-.1
112,인천,2016-01-14 05:00,-6.1,,1.6,62,1013.2,1.6,2,-.1
112,인천,2016-01-14 06:00,-5.9,,2.5,59,1013.7,1.5,0,-.2
112,인천,2016-01-14 07:00,-6,,2.3,63,1014.1,1.5,0,-.1
112,인천,2016-01-14 08:00,-6.2,,2.1,60,1014.6,1.5,0,-.2
112,인천,2016-01-14 09:00,-5.3,,2.4,59,1014.6,1.5,0,-.3
112,인천,2016-01-14 10:00,-4.2,,2.7,50,1014.7,1.3,0,-.2
112,인천,2016-01-14 11:00,-3,,2.1,46,1014.6,1.3,0,-.1
112,인천,2016-01-14 12:00,-1.2,,2.3,41,1013.8,1.3,0,0
112,인천,2016-01-14 13:00,.1,,1.6,39,1012.6,1,0,0
112,인천,2016-01-14 14:00,.5,,1.4,41,1012.2,,4,.1
112,인천,2016-01-14 15:00,1,,2.9,46,1011.9,,3,1
112,인천,2016-01-14 16:00,.3,,3,52,1011.7,,3,.5
112,인천,2016-01-14 17:00,-.5,,1.3,60,1011.8,,8,0
112,인천,2016-01-14 18:00,-.7,0,2.3,65,1011.7,,7,0
112,인천,2016-01-14 19:00,-.6,,2.7,72,1011.9,,9,0
112,인천,2016-01-14 20:00,-.9,,2.7,94,1012,,9,-.1
112,인천,2016-01-14 21:00,-.7,0,1.4,98,1012.2,,9,0
112,인천,2016-01-14 22:00,-.4,,.9,98,1012.3,,9,0
112,인천,2016-01-14 23:00,-.1,,2.4,98,1012.5,,9,-.1
112,인천,2016-01-15 00:00,.2,0,2,98,1012.4,,7,0
112,인천,2016-01-15 01:00,-.2,,1.7,98,1012.3,,,0
112,인천,2016-01-15 02:00,-.5,,2.3,95,1012.2,,,-.1
112,인천,2016-01-15 03:00,-.8,,2.3,89,1012.5,,6,-.1
112,인천,2016-01-15 04:00,-1.3,,2.5,92,1012.4,,5,-.1
112,인천,2016-01-15 05:00,-1.5,,4,83,1012.2,,5,-.2
112,인천,2016-01-15 06:00,-1.8,,3.9,71,1012.3,,7,-.2
112,인천,2016-01-15 07:00,-2.1,,2.6,67,1012.5,,3,-.4
112,인천,2016-01-15 08:00,-2.1,,4.2,79,1013,,4,-.6
112,인천,2016-01-15 09:00,-1.8,,3,53,1013.2,,6,-.5
112,인천,2016-01-15 10:00,-.7,,2.1,54,1013.5,,2,-.2
112,인천,2016-01-15 11:00,1.7,,3.1,47,1013.5,,0,-.1
112,인천,2016-01-15 12:00,2.7,,2.5,46,1012.8,,0,0
112,인천,2016-01-15 13:00,3.7,,1.9,46,1012.3,,0,2.8
112,인천,2016-01-15 14:00,4.4,,.8,47,1011.8,,0,4.9
112,인천,2016-01-15 15:00,5,,2.5,47,1011.8,,0,4.5
112,인천,2016-01-15 16:00,4.8,,1.6,52,1012,,0,2.5
112,인천,2016-01-15 17:00,3.8,,1.8,56,1012.1,,0,.7
112,인천,2016-01-15 18:00,2.4,,1.4,61,1012.4,,0,.3
112,인천,2016-01-15 19:00,2,,1.5,56,1012.5,,,.1
112,인천,2016-01-15 20:00,1.8,,1.7,57,1012.9,,,.1
112,인천,2016-01-15 21:00,1.1,,1.7,59,1013.1,,0,0
112,인천,2016-01-15 22:00,1.2,,2.1,57,1013.3,,,0
112,인천,2016-01-15 23:00,.6,,2.6,63,1013.1,,,-.1
112,인천,2016-01-16 00:00,.9,,2.9,63,1013.3,,1,-.1
112,인천,2016-01-16 01:00,.4,,2.2,69,1013.2,,,-.3
