지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),적설(cm),전운량(10분위),지면온도(°C)
112,인천,2024-01-12 09:00,-.1,,2.3,77,1010.9,,0,-.2
112,인천,2024-01-12 10:00,.6,,3.3,68,1011.5,,0,0
112,인천,2024-01-12 11:00,1.4,,2.5,55,1011.5,,0,0
112,인천,2024-01-12 12:00,2.1,,3.6,48,1011.1,,0,1.1
112,인천,2024-01-12 13:00,2.6,,3,41,1010.9,,0,5.5
112,인천,2024-01-12 14:00,2.9,,3.4,42,1010.7,,0,6.7
112,인천,2024-01-12 15:00,2.7,,4.6,39,1010.9,,0,6.2
112,인천,2024-01-12 16:00,2.5,,2.9,41,1011.1,,0,4.7
112,인천,2024-01-12 17:00,2,,2.7,45,1011.7,,0,2
112,인천,2024-01-12 18:00,1.2,,2.1,52,1011.7,,0,.6
112,인천,2024-01-12 19:00,1.1,,2,55,1012.3,,0,.3
112,인천,2024-01-12 20:00,1.2,,2.6,51,1012.6,,0,.1
112,인천,2024-01-12 21:00,.9,,2.7,46,1012.7,,0,0
112,인천,2024-01-12 22:00,.4,,2.9,49,1012.9,,0,-.1
112,인천,2024-01-12 23:00,-.1,,2.9,45,1013.1,,0,-.2
112,인천,2024-01-13 00:00,-.3,,3,44,1013.7,,0,-.2
112,인천,2024-01-13 01:00,-1,,1.9,50,1013.6,,0,-.8
112,인천,2024-01-13 02:00,-1.4,,1.5,49,1013.5,,0,-.7
112,인천,2024-01-13 03:00,-1.6,,2,54,1013.7,,0,-.7
112,인천,2024-01-13 04:00,-1.4,,2.1,50,1014,,0,-1.1
112,인천,2024-01-13 05:00,-1.6,,2.1,60,1014.5,,0,-1
112,인천,2024-01-13 06:00,-1.5,,2.2,59,1015,,0,-.9
112,인천,2024-01-13 07:00,-1.3,,3.4,52,1016,,0,-1.4
112,인천,2024-01-13 08:00,-1.6,,1.6,55,1016.4,,0,-1.4
112,인천,2024-01-13 09:00,-1.2,,2.6,54,1016.9,,0,-.8
112,인천,2024-01-13 10:00,.1,,3.1,49,1017.6,,0,-.2
112,인천,2024-01-13 11:00,.9,,3.1,41,1018,,0,.1
112,인천,2024-01-13 12:00,1.5,,2.2,36,1017.6,,0,.5
112,인천,2024-01-13 13:00,2.5,,2.6,36,1017,,0,1.2
112,인천,2024-01-13 14:00,3.4,,2.1,33,1016.6,,0,4.3
112,인천,2024-01-13 15:00,3.6,,2,32,1016.6,,1,5
112,인천,2024-01-13 16:00,3.8,,1.3,31,1016.6,,2,4.4
112,인천,2024-01-13 17:00,3.1,,2.7,38,1016.9,,0,1.7
112,인천,2024-01-13 18:00,1.6,,1.5,44,1016.8,,1,.5
112,인천,2024-01-13 19:00,.9,,.8,48,1017,,0,.2
112,인천,2024-01-13 20:00,.4,,1.7,50,1017,,0,0
112,인천,2024-01-13 21:00,.5,,1.8,56,1017.4,,0,-.1
112,인천,2024-01-13 22:00,.2,,1.7,60,1017.3,,0,-.1
112,인천,2024-01-13 23:00,0,,2.5,61,1016.4,,0,-.2
112,인천,2024-01-14 00:00,-.1,,.9,65,1016.2,,0,-.3
112,인천,2024-01-14 01:00,0,,1.5,66,1015.8,,0,-.4
112,인천,2024-01-14 02:00,-.1,,2.1,68,1015.9,,6,-.5
112,인천,2024-01-14 03:00,-.2,,1.5,67,1015.7,,0,-.6
112,인천,2024-01-14 04:00,-.1,,1.2,65,1015.2,,0,-.6
112,인천,2024-01-14 05:00,-.2,,1.9,64,1014.7,,0,-.7
112,인천,2024-01-14 06:00,-.5,,2.5,65,1014,,1,-.8
112,인천,2024-01-14 07:00,-.1,,1.5,67,1014.1,,4,-.7
112,인천,2024-01-14 08:00,-.3,,.7,67,1014.4,,3,-.8
112,인천,2024-01-14 09:00,.8,,3.1,64,1013,,9,-.2
112,인천,2024-01-14 10:00,2.1,,4.5,66,1012.1,,9,-.1
112,인천,2024-01-14 11:00,3.2,,6.3,63,1011.3,,10,-.1
112,인천,2024-01-14 12:00,3.3,0,4.3,75,1010.3,,10,0
112,인천,2024-01-14 13:00,3.3,,3.3,86,1010.5,,10,0
112,인천,2024-01-14 14:00,3.1,,3,90,1010.2,,10,0
112,인천,2024-01-14 15:00,2.2,1.9,2,91,1010.1,,10,.2
112,인천,2024-01-14 16:00,2.1,,3.6,90,1011.1,,9,.4
112,인천,2024-01-14 17:00,1.8,,5,89,1012,,9,.2
112,인천,2024-01-14 18:00,.6,,3.5,84,1013,,3,0
112,인천,2024-01-14 19:00,-.4,,4.7,79,1013.8,,1,0
112,인천,2024-01-14 20:00,-1.1,,4.5,77,1014.5,,0,-.1
112,인천,2024-01-14 21:00,-1.7,,3.8,73,1015.1,,0,-.1
112,인천,2024-01-14 22:00,-2.4,,6.2,60,1015.4,,0,-.8
112,인천,2024-01-14 23:00,-2.9,,5.3,56,1015.8,,0,-1.3
112,인천,2024-01-15 00:00,-3.4,,4.8,54,1016.1,,0,-1.3
112,인천,2024-01-15 01:00,-3.8,,5.4,53,1016.4,,0,-1.7
112,인천,2024-01-15 02:00,-4.2,,5.1,50,1016.8,,0,-1.8
112,인천,2024-01-15 03:00,-4.6,,5.3,50,1017.4,,0,-1.5
112,인천,2024-01-15 04:00,-5,,5.6,49,1017.6,,0,-1.8
112,인천,2024-01-15 05:00,-5.3,,5.4,48,1018.1,,0,-1.9
112,인천,2024-01-15 06:00,-5.6,,4,48,1018.5,,0,-2
112,인천,2024-01-15 07:00,-6.1,,4,49,1019.1,,0,-2.4
112,인천,2024-01-15 08:00,-6,,3.9,49,1019.8,,0,-2.1
112,인천,2024-01-15 09:00,-5.7,,4,45,1020.6,,0,-1.9
112,인천,2024-01-15 10:00,-5.1,,5,43,1021,,0,-1.2
112,인천,2024-01-15 11:00,-4.3,,4.8,41,1021.1,,0,-.1
112,인천,2024-01-15 12:00,-3.3,,4.4,40,1020.5,,0,.1
112,인천,2024-01-15 13:00,-2.4,,3.4,42,1019.9,,0,.7
112,인천,2024-01-15 14:00,-1.6,,3.7,38,1019.7,,0,.7
112,인천,2024-01-15 15:00,-.6,,2,37,1019.5,,0,.9
112,인천,2024-01-15 16:00,-.3,,2.7,35,1019.8,,0,.3
112,인천,2024-01-15 17:00,-.8,,2.1,41,1020.2,,0,0
112,인천,2024-01-15 18:00,-1.6,,2.7,46,1020.9,,0,-.1
112,인천,2024-01-15 19:00,-2,,3.3,52,1021.3,,0,-.5
112,인천,2024-01-15 20:00,-2.5,,3.6,48,1021.6,,0,-.4
112,인천,2024-01-15 21:00,-3.2,,3.1,46,1022.3,,0,-1.1
112,인천,2024-01-15 22:00,-4,,2.6,50,1022.5,,0,-1.3
