지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),적설(cm),전운량(10분위),지면온도(°C)
112,인천,2015-01-02 01:00,-7.5,,1.8,71,1016.8,,,-2.7
112,인천,2015-01-02 02:00,-7.5,,.8,71,1016.6,,,-2.5
112,인천,2015-01-02 03:00,-7.3,0,.5,72,1016.6,,8,-2.5
112,인천,2015-01-02 04:00,-7.3,,.2,73,1015.8,,7,-2.5
112,인천,2015-01-02 05:00,-6.9,,2.7,74,1015.9,,8,-2.6
112,인천,2015-01-02 06:00,-7.4,,.9,75,1015.5,,1,-2.9
112,인천,2015-01-02 07:00,-7.2,,1.1,76,1015.1,,8,-2.9
112,인천,2015-01-02 08:00,-7.1,,1.4,71,1015.4,,4,-3.2
112,인천,2015-01-02 09:00,-6.5,,2.7,69,1016,,4,-2.8
112,인천,2015-01-02 10:00,-5.8,,4.7,55,1016.6,,5,-2.2
112,인천,2015-01-02 11:00,-5.2,,3.2,55,1016.7,,3,-1.4
112,인천,2015-01-02 12:00,-4.1,,3.2,52,1016.3,,0,-.5
112,인천,2015-01-02 13:00,-3.8,,7.3,46,1015.9,,0,-.2
112,인천,2015-01-02 14:00,-2.9,,8.1,43,1015.7,,0,-.1
112,인천,2015-01-02 15:00,-2.6,,6.5,43,1016.1,,0,-.1
112,인천,2015-01-02 16:00,-2.6,,6,43,1016.6,,0,-.1
112,인천,2015-01-02 17:00,-3.1,,5.9,48,1017.2,,0,-.1
112,인천,2015-01-02 18:00,-3.6,,5.3,52,1017.5,,0,-.5
112,인천,2015-01-02 19:00,-4.1,,6.4,53,1017.9,,,-1.3
112,인천,2015-01-02 20:00,-4.6,,5,58,1018.4,,,-1.9
112,인천,2015-01-02 21:00,-5,,5.7,57,1018.6,,0,-2.4
112,인천,2015-01-02 22:00,-5.4,,3.9,57,1018.9,,,-2.7
112,인천,2015-01-02 23:00,-5.9,,4.3,59,1018.7,,,-3
112,인천,2015-01-03 00:00,-6.3,,2.7,58,1018.2,,0,-3.3
112,인천,2015-01-03 01:00,-6.8,,1,58,1018.3,,,-3.4
112,인천,2015-01-03 02:00,-6.9,,.9,60,1018.4,,,-3.6
112,인천,2015-01-03 03:00,-7.1,,1.1,63,1018,,0,-3.7
112,인천,2015-01-03 04:00,-6.7,,2.3,58,1017.3,,0,-3.8
112,인천,2015-01-03 05:00,-7.5,,.2,57,1017.3,,0,-3.9
112,인천,2015-01-03 06:00,-7.8,,.2,57,1017.5,,0,-4
112,인천,2015-01-03 07:00,-7.5,,1.8,61,1017.4,,0,-4
112,인천,2015-01-03 08:00,-7.5,,2,66,1017.4,,0,-4
112,인천,2015-01-03 09:00,-5.3,,1.9,60,1017.9,,0,-3.6
112,인천,2015-01-03 10:00,-3.8,,2,57,1017.9,,4,-2.5
112,인천,2015-01-03 11:00,-1.6,,2.9,54,1017.6,,0,-1.1
112,인천,2015-01-03 12:00,.2,,2.8,55,1016,,2,-.4
112,인천,2015-01-03 13:00,1.8,,2.3,57,1014.4,,1,-.1
112,인천,2015-01-03 14:00,2.1,,3.2,62,1013.6,,2,0
112,인천,2015-01-03 15:00,1.9,,3.4,68,1013.2,,5,.1
112,인천,2015-01-03 16:00,1.4,,3.2,76,1012.9,,7,.1
112,인천,2015-01-03 17:00,1.1,,3.7,74,1012.6,,9,.1
112,인천,2015-01-03 18:00,1,,2.5,79,1011.9,,8,.1
112,인천,2015-01-03 19:00,1.1,,3.9,79,1012,,,.1
112,인천,2015-01-03 20:00,1.2,,3,84,1011.9,,,.1
112,인천,2015-01-03 21:00,1.1,,3.9,92,1011.3,,7,.1
112,인천,2015-01-03 22:00,1,,4.8,94,1010.3,,,.1
112,인천,2015-01-03 23:00,.7,,3,94,1010.5,,,0
112,인천,2015-01-04 00:00,.8,,3,90,1010.4,,9,.1
112,인천,2015-01-04 01:00,1.1,,3.3,88,1009.9,,,0
112,인천,2015-01-04 02:00,.9,,3.6,88,1009.6,,,0
112,인천,2015-01-04 03:00,.9,,3.5,87,1009.3,,8,0
112,인천,2015-01-04 04:00,1.1,,4.3,87,1008.7,,8,0
112,인천,2015-01-04 05:00,1.1,,5,86,1007.9,,8,0
112,인천,2015-01-04 06:00,1.1,,4.1,87,1007.8,,7,0
112,인천,2015-01-04 07:00,1.4,,3.8,88,1008,,7,-.1
112,인천,2015-01-04 08:00,1.3,,3,87,1008.4,,7,-.1
112,인천,2015-01-04 09:00,1.4,,3.7,88,1008.7,,6,-.1
112,인천,2015-01-04 10:00,3.1,,2.7,82,1009.3,,5,0
112,인천,2015-01-04 11:00,4.2,,1.6,81,1009.5,,7,0
112,인천,2015-01-04 12:00,6.2,,1.7,78,1008.6,,4,.1
112,인천,2015-01-04 13:00,7.2,,2,86,1008.1,,5,.3
112,인천,2015-01-04 14:00,7.2,,1.8,91,1008.2,,7,.7
112,인천,2015-01-04 15:00,7.9,,1.4,91,1008.4,,3,1.2
112,인천,2015-01-04 16:00,7.5,,2.3,93,1009.1,,2,1.1
112,인천,2015-01-04 17:00,5.9,,2.3,99,1009.5,,0,.4
112,인천,2015-01-04 18:00,4.8,,2.3,99,1009.7,,0,.2
112,인천,2015-01-04 19:00,4.2,,.9,99,1010.4,,,.1
112,인천,2015-01-04 20:00,3.8,,1.6,99,1010.9,,,.1
112,인천,2015-01-04 21:00,3.6,,1,99,1010.8,,0,.2
112,인천,2015-01-04 22:00,2.9,,.8,99,1010.9,,,.1
112,인천,2015-01-04 23:00,2.7,,2.1,99,1010.6,,,.1
112,인천,2015-01-05 00:00,2.2,,1.4,99,1010.5,,2,.1
112,인천,2015-01-05 01:00,1.8,,.8,99,1011.1,,,.1
112,인천,2015-01-05 02:00,1.5,,.1,99,1011.8,,,.1
112,인천,2015-01-05 03:00,1.1,,1.2,99,1012.3,,2,.1
112,인천,2015-01-05 04:00,1.1,,2.6,99,1012.2,,7,.1
112,인천,2015-01-05 05:00,1.1,,2.4,99,1011.4,,6,.1
112,인천,2015-01-05 06:00,.5,,2.3,99,1011.1,,6,.1
112,인천,2015-01-05 07:00,.5,,2.8,99,1010.4,,7,.1
112,인천,2015-01-05 08:00,.8,,.9,99,1010.8,,8,.1
112,인천,2015-01-05 09:00,1.3,,1.4,99,1011.7,,6,.1
112,인천,2015-01-05 10:00,2.2,,2.4,99,1011.9,,4,.1
112,인천,2015-01-05 11:00,4.4,,2.2,86,1011.2,,3,.1
112,인천,2015-01-05 12:00,6.4,,3,76,1009.2,,6,.1
112,인천,2015-01-05 13:00,7.3,,2.9,71,1008,,8,.2
112,인천,2015-01-05 14:00,8.5,,2.7,60,1006.8,,7,.9
112,인천,2015-01-05 15:00,8.7,,3.4,60,1006.6,,8,1.8
112,인천,2015-01-05 16:00,8.6,,3.7,53,1006,,9,1.3
112,인천,2015-01-05 17:00,8.1,,1.9,54,1006.5,,10,.7
112,인천,2015-01-05 18:00,6.8,,2.4,74,1005.6,,10,.5
112,인천,2015-01-05 19:00,6.4,,1.6,77,1005.7,,10,.5
112,인천,2015-01-05 20:00,5.8,,1.6,86,1004.7,,10,.5
112,인천,2015-01-05 21:00,5.6,.1,2.3,85,1004,,10,.5
112,인천,2015-01-05 22:00,4.4,,4.7,94,1003.4,,10,.5
112,인천,2015-01-05 23:00,4,,1.3,99,1003.1,,10,.5
112,인천,2015-01-06 00:00,3.4,.4,3.1,99,1002.8,,10,.5
112,인천,2015-01-06 01:00,2.8,,3.2,99,1002.5,,,.4
112,인천,2015-01-06 02:00,2,,4.8,99,1002.8,,,.4
112,인천,2015-01-06 03:00,1.8,.9,5.7,99,1003.1,,,.3
112,인천,2015-01-06 04:00,1.3,,7.4,99,1003.1,,,0
112,인천,2015-01-06 05:00,.8,,6.3,99,1003.5,,7,0
112,인천,2015-01-06 06:00,-.6,0,6.9,92,1004.4,,8,.1
112,인천,2015-01-06 07:00,-2.3,,7.6,83,1005.5,,5,.1
112,인천,2015-01-06 08:00,-3.4,,7.6,75,1006.9,,1,.1
112,인천,2015-01-06 09:00,-3.8,,7.3,65,1008.1,,0,.1
112,인천,2015-01-06 10:00,-4.4,,8.5,61,1009,,0,.1
112,인천,2015-01-06 11:00,-4.2,,9.2,59,1009,,0,.1
112,인천,2015-01-06 12:00,-3.5,,8.2,54,1009.3,,0,.2
112,인천,2015-01-06 13:00,-3.4,,9.1,54,1008.9,,0,.1
112,인천,2015-01-06 14:00,-2.7,,8.6,46,1008.4,,0,.4
112,인천,2015-01-06 15:00,-2.9,,9.2,47,1009.2,,0,.7
112,인천,2015-01-06 16:00,-3.2,,8.6,45,1010.1,,2,.2
112,인천,2015-01-06 17:00,-3.6,,6.5,42,1010.3,,2,.1
112,인천,2015-01-06 18:00,-4.5,,8,47,1010.8,,2,.1
112,인천,2015-01-06 19:00,-5,,6.2,52,1011.9,,,.1
112,인천,2015-01-06 20:00,-5.7,,6.6,56,1012.5,,,.1
112,인천,2015-01-06 21:00,-6,,7.7,54,1012.8,,0,-.2
112,인천,2015-01-06 22:00,-6.1,,6.4,53,1013,,,-.6
112,인천,2015-01-06 23:00,-6.2,,7.4,49,1013.2,,,-1
112,인천,2015-01-07 00:00,-6.2,,5.7,50,1013.1,,0,-1.3
112,인천,2015-01-07 01:00,-6,,4,51,1013.3,,,-1.5
112,인천,2015-01-07 02:00,-6.2,,4,51,1013.1,,,-1.7
112,인천,2015-01-07 03:00,-6.4,,5.3,49,1013.2,,0,-2
112,인천,2015-01-07 04:00,-6.2,,6.2,43,1012.9,,0,-2.2
112,인천,2015-01-07 05:00,-6.3,,5.9,45,1012.8,,0,-2.4
112,인천,2015-01-07 06:00,-6.3,,5.5,43,1013,,0,-2.6
112,인천,2015-01-07 07:00,-6.6,,4.4,44,1013.1,,0,-2.7
112,인천,2015-01-07 08:00,-6.3,,5.6,44,1013.1,,0,-2.9
112,인천,2015-01-07 09:00,-6,,6.6,47,1013.6,,0,-2.7
112,인천,2015-01-07 10:00,-5.4,,6.3,45,1014.1,,1,-2.1
112,인천,2015-01-07 11:00,-4.7,,4.8,42,1014.4,,0,-.9
112,인천,2015-01-07 12:00,-4.1,,4,41,1014,,0,-.3
112,인천,2015-01-07 13:00,-3.4,,3.9,41,1013.1,,0,-.1
112,인천,2015-01-07 14:00,-2.8,,4.8,38,1012.9,,0,0
112,인천,2015-01-07 15:00,-2.3,,3.9,42,1013.2,,1,0
112,인천,2015-01-07 16:00,-2.3,,4.4,39,1013.5,,2,.1
112,인천,2015-01-07 17:00,-2.8,,3.7,39,1013.8,,3,.1
112,인천,2015-01-07 18:00,-3.3,,4.7,40,1014.5,,4,.1
112,인천,2015-01-07 19:00,-3.6,,5.2,41,1014.9,,,-.1
112,인천,2015-01-07 20:00,-4.2,,5.7,51,1015.2,,,-.9
112,인천,2015-01-07 21:00,-4.6,,5.5,49,1015.8,,4,-1.5
112,인천,2015-01-07 22:00,-5.3,,4.4,53,1015.9,,,-2
112,인천,2015-01-07 23:00,-5.8,,3.4,55,1015.8,,,-2.3
112,인천,2015-01-08 00:00,-6,,3.4,58,1016.3,,0,-2.6
112,인천,2015-01-08 01:00,-6.2,,2.5,60,1016.4,,,-2.8
112,인천,2015-01-08 02:00,-6.4,,2.3,60,1016.6,,,-2.9
112,인천,2015-01-08 03:00,-6.4,,2,61,1017.1,,0,-3.1
112,인천,2015-01-08 04:00,-6.6,,1.8,63,1017,,0,-3.1
112,인천,2015-01-08 05:00,-7,,1.7,63,1016.5,,0,-3.2
112,인천,2015-01-08 06:00,-7.1,,2.6,61,1016.8,,0,-3.4
112,인천,2015-01-08 07:00,-7.5,,2.5,60,1017.2,,0,-3.5
112,인천,2015-01-08 08:00,-7.7,,3.4,60,1018.1,,0,-3.6
112,인천,2015-01-08 09:00,-7,,3.2,56,1018.8,,0,-3.4
112,인천,2015-01-08 10:00,-5.9,,2.5,56,1018.8,,0,-2.4
112,인천,2015-01-08 11:00,-4.2,,1.4,47,1018.5,,0,-1.1
112,인천,2015-01-08 12:00,-3.5,,1.5,47,1017.7,,0,-.4
112,인천,2015-01-08 13:00,-2.8,,2.3,48,1017,,0,-.2
112,인천,2015-01-08 14:00,-2,,1.9,49,1016.5,,0,0
112,인천,2015-01-08 15:00,-.7,,2.9,50,1016.9,,0,.2
112,인천,2015-01-08 16:00,-1,,3.3,50,1017.2,,0,.1
112,인천,2015-01-08 17:00,-1.9,,2.6,55,1017.4,,0,.1
112,인천,2015-01-08 18:00,-2.8,,2.6,67,1017,,0,.1
112,인천,2015-01-08 19:00,-3.2,,1.8,72,1017.1,,,0
112,인천,2015-01-08 20:00,-3.3,,1.6,77,1017.2,,,0
112,인천,2015-01-08 21:00,-3,,1.6,79,1017.1,,0,-.5
112,인천,2015-01-08 22:00,-2.9,,1.5,77,1017.2,,,-1
112,인천,2015-01-08 23:00,-3,,.9,81,1017,,,-1.4
112,인천,2015-01-09 00:00,-2.8,,3.4,85,1017.2,,0,-1.7
112,인천,2015-01-09 01:00,-3.1,,3.1,78,1017.3,,,-1.9
112,인천,2015-01-09 02:00,-3.4,,2.7,83,1017.5,,,-2.1
112,인천,2015-01-09 03:00,-3.7,,1.6,89,1017.8,,0,-2.3
112,인천,2015-01-09 04:00,-4.5,,.7,84,1017.5,,0,-2.5
112,인천,2015-01-09 05:00,-4.3,,1.4,86,1017.4,,0,-2.7
112,인천,2015-01-09 06:00,-4.6,,1,83,1017.3,,0,-2.8
112,인천,2015-01-09 07:00,-4.7,,1.2,76,1017.3,,0,-2.9
112,인천,2015-01-09 08:00,-4.7,,2.1,85,1017.1,,3,-3
112,인천,2015-01-09 09:00,-3.9,,1.7,81,1017.5,,7,-2.4
112,인천,2015-01-09 10:00,-2.7,,.9,77,1017.7,,5,-1.6
112,인천,2015-01-09 11:00,-.4,,1,59,1017.4,,7,-.7
112,인천,2015-01-09 12:00,.5,,2.4,50,1016.9,,2,-.3
112,인천,2015-01-09 13:00,1.2,,2.9,57,1016.2,,0,-.2
112,인천,2015-01-09 14:00,2.1,,3.4,61,1015.4,,3,.1
112,인천,2015-01-09 15:00,2.8,,2.5,65,1015.2,,2,.2
112,인천,2015-01-09 16:00,2.4,,3.1,70,1015.3,,0,.2
112,인천,2015-01-09 17:00,1.8,,3.3,71,1015.4,,0,.1
112,인천,2015-01-09 18:00,.9,,1.9,78,1015.8,,0,.1
112,인천,2015-01-09 19:00,.3,,.6,82,1015.3,,,.1
112,인천,2015-01-09 20:00,.6,,2.3,90,1015.3,,,.1
112,인천,2015-01-09 21:00,.7,,4.1,82,1015.2,,0,.1
112,인천,2015-01-09 22:00,-.1,,5.4,85,1015.2,,,0
112,인천,2015-01-09 23:00,-1,,3.6,75,1015.5,,,-.2
112,인천,2015-01-10 00:00,-1.5,,4,66,1015.6,,0,-.7
112,인천,2015-01-10 01:00,-1.9,,3.8,81,1015.7,,,-1
112,인천,2015-01-10 02:00,-2.2,,3.4,60,1016.3,,,-1.4
112,인천,2015-01-10 03:00,-2.5,,2.6,68,1016.4,,0,-1.6
112,인천,2015-01-10 04:00,-3,,1.2,68,1016.1,,0,-1.9
112,인천,2015-01-10 05:00,-3.5,,1.5,67,1015.3,,0,-2.1
112,인천,2015-01-10 06:00,-3.7,,.5,61,1015.6,,0,-2.3
112,인천,2015-01-10 07:00,-3.4,,2.3,66,1015.7,,0,-2.5
112,인천,2015-01-10 08:00,-3.2,,2.7,69,1016.2,,0,-2.6
112,인천,2015-01-10 09:00,-1.4,,.2,67,1016.4,,0,-2.3
112,인천,2015-01-10 10:00,.9,,1.4,65,1016.6,,0,-1.4
112,인천,2015-01-10 11:00,2.5,,.6,67,1016.4,,0,-.6
112,인천,2015-01-10 12:00,3.6,,2.3,56,1015.6,,1,-.3
112,인천,2015-01-10 13:00,4,,3,58,1015.1,,0,.2
112,인천,2015-01-10 14:00,4.4,,3.2,58,1014.5,,2,.9
112,인천,2015-01-10 15:00,4.9,,2.6,59,1014.4,,1,1.2
112,인천,2015-01-10 16:00,3.8,,3.4,60,1014.4,,3,.6
112,인천,2015-01-10 17:00,3.3,,2.9,75,1014.1,,1,.1
112,인천,2015-01-10 18:00,2.6,,2.9,90,1014.1,,1,.1
112,인천,2015-01-10 19:00,2.3,,2.3,91,1014,,,.1
112,인천,2015-01-10 20:00,2.6,,3.6,93,1013.8,,,.1
112,인천,2015-01-10 21:00,2.7,,3,94,1013.4,,1,.1
112,인천,2015-01-10 22:00,2.8,,3.2,98,1012.8,,,.1
112,인천,2015-01-10 23:00,2.6,,2.4,98,1012.3,,,.1
112,인천,2015-01-11 00:00,2.4,,2.3,99,1011.7,,0,.1
112,인천,2015-01-11 01:00,2.3,,3.1,99,1011.2,,,.1
112,인천,2015-01-11 02:00,2.4,,3.6,99,1010.8,,,.1
112,인천,2015-01-11 03:00,3.8,,5.9,98,1010.5,,8,.1
112,인천,2015-01-11 04:00,3.8,,3.9,98,1010,,7,.1
112,인천,2015-01-11 05:00,3.4,,5.8,91,1010,,8,.1
112,인천,2015-01-11 06:00,1.6,,6.4,99,1010.8,,3,.1
112,인천,2015-01-11 07:00,-.1,,6.8,74,1011.7,,0,0
112,인천,2015-01-11 08:00,-1.1,,7.9,73,1012.9,,0,-.2
112,인천,2015-01-11 09:00,-1.4,,7.1,74,1014.3,,0,-.4
112,인천,2015-01-11 10:00,-1.1,,6.3,73,1015,,0,-.3
112,인천,2015-01-11 11:00,-.5,,5.1,69,1015.9,,0,-.1
112,인천,2015-01-11 12:00,-.2,,5.9,66,1015.8,,0,0
112,인천,2015-01-11 13:00,.2,,6.5,65,1015.5,,0,.1
112,인천,2015-01-11 14:00,.9,,5.2,60,1015.6,,0,.7
112,인천,2015-01-11 15:00,1.5,,4,59,1015.9,,0,1
112,인천,2015-01-11 16:00,1.5,,4.8,57,1016.6,,0,.7
112,인천,2015-01-11 17:00,1.1,,4.8,59,1017.2,,0,.1
112,인천,2015-01-11 18:00,-.2,,7.6,68,1017.7,,0,.1
112,인천,2015-01-11 19:00,-1.1,,6.4,71,1018.7,,,.1
112,인천,2015-01-11 20:00,-1.9,,6.2,64,1019.6,,,0
112,인천,2015-01-11 21:00,-2.3,,6.4,62,1020.2,,0,0
112,인천,2015-01-11 22:00,-2.6,,5.9,61,1020.9,,,-.3
112,인천,2015-01-11 23:00,-2.7,,5.3,55,1021.3,,,-.7
112,인천,2015-01-12 00:00,-2.8,,6.6,52,1021.2,,0,-1.1
112,인천,2015-01-12 01:00,-3.5,,2.8,53,1022,,,-1.4
112,인천,2015-01-12 02:00,-3.8,,7.1,45,1022.7,,,-1.7
112,인천,2015-01-12 03:00,-4.5,,4.4,48,1023.2,,0,-2
112,인천,2015-01-12 04:00,-4.9,,5.5,50,1023.3,,0,-2.3
112,인천,2015-01-12 05:00,-5.3,,4.9,53,1024,,0,-2.5
112,인천,2015-01-12 06:00,-5.9,,4.2,54,1024.7,,0,-2.7
112,인천,2015-01-12 07:00,-6.2,,4.6,55,1025.3,,0,-2.9
112,인천,2015-01-12 08:00,-6.3,,4.3,58,1025.7,,0,-3.1
112,인천,2015-01-12 09:00,-5.7,,3.2,56,1026.5,,0,-2.8
112,인천,2015-01-12 10:00,-4.3,,2.8,51,1027.2,,0,-1.9
112,인천,2015-01-12 11:00,-2.7,,2.8,49,1026.9,,0,-.8
112,인천,2015-01-12 12:00,-1.3,,2.4,44,1026.6,,0,-.3
112,인천,2015-01-12 13:00,.2,,2.5,45,1026.9,,0,-.1
112,인천,2015-01-12 14:00,.3,,2.4,42,1026.9,,0,.2
112,인천,2015-01-12 15:00,1,,2.4,45,1026.5,,0,.8
112,인천,2015-01-12 16:00,.8,,1.9,50,1026.9,,0,.6
112,인천,2015-01-12 17:00,-.6,,3,57,1026.1,,0,.1
112,인천,2015-01-12 18:00,-1,,2.1,54,1026.2,,0,.1
112,인천,2015-01-12 19:00,-1.3,,2.7,54,1026.2,,,.1
112,인천,2015-01-12 20:00,-1.8,,2.4,50,1026.6,,,0
112,인천,2015-01-12 21:00,-2.2,,2.4,74,1027.1,,0,-.2
112,인천,2015-01-12 22:00,-2.3,,1.9,59,1027.3,,,-.8
112,인천,2015-01-12 23:00,-2.4,,1.5,52,1026.9,,,-1.2
112,인천,2015-01-13 00:00,-2.6,,1.5,49,1026.8,,0,-1.6
112,인천,2015-01-13 01:00,-2.9,,1.7,58,1026.4,,,-1.9
112,인천,2015-01-13 02:00,-3.2,,2.7,54,1026.9,,,-2.1
112,인천,2015-01-13 03:00,-3.3,,1.3,57,1027.6,,1,-2.2
112,인천,2015-01-13 04:00,-3.8,,1.2,60,1026.6,,2,-2.4
112,인천,2015-01-13 05:00,-3.5,,2.4,58,1025.6,,4,-2.4
112,인천,2015-01-13 06:00,-3.6,,1.2,70,1026.4,,5,-2.4
112,인천,2015-01-13 07:00,-4.1,,1.3,74,1026.8,,6,-2.3
112,인천,2015-01-13 08:00,-3.5,,1.6,70,1027.1,,7,-2.2
112,인천,2015-01-13 09:00,-3.4,,1.4,76,1027,,8,-1.7
112,인천,2015-01-13 10:00,-1.8,,.3,71,1027.3,,8,-.9
112,인천,2015-01-13 11:00,.3,,.9,60,1027.4,,8,-.4
112,인천,2015-01-13 12:00,1.5,,.8,58,1026,,7,-.2
112,인천,2015-01-13 13:00,2.9,,.4,53,1024.8,,7,.1
112,인천,2015-01-13 14:00,3.5,,2.3,51,1024.2,,6,1.3
112,인천,2015-01-13 15:00,3.4,,2.6,51,1023.8,,7,1
112,인천,2015-01-13 16:00,3.4,,2.9,53,1023.8,,8,.7
112,인천,2015-01-13 17:00,2.8,,3.3,52,1023.6,,7,.1
112,인천,2015-01-13 18:00,1.9,,3.3,74,1024,,7,.1
112,인천,2015-01-13 19:00,1.3,,3,72,1024.2,,,.1
112,인천,2015-01-13 20:00,1.5,,3.2,51,1023.9,,,.2
112,인천,2015-01-13 21:00,1.3,,2.5,50,1023.9,,7,.1
112,인천,2015-01-13 22:00,1.3,,3.2,51,1023.2,,,.1
112,인천,2015-01-13 23:00,.9,,2.4,55,1023.1,,,.1
112,인천,2015-01-14 00:00,.7,,3.4,55,1022.3,,8,.1
112,인천,2015-01-14 01:00,.7,,1.2,54,1022.3,,,0
112,인천,2015-01-14 02:00,.2,,1.7,58,1022,,,-.2
112,인천,2015-01-14 03:00,0,,1.8,58,1022.1,,8,-.2
112,인천,2015-01-14 04:00,-.2,,1.8,61,1021.3,,8,-.3
112,인천,2015-01-14 05:00,-.4,,1.9,61,1020.9,,8,-.4
112,인천,2015-01-14 06:00,-.3,,1.4,61,1020.9,,8,-.4
112,인천,2015-01-14 07:00,-.3,,1.2,63,1021,,8,-.4
112,인천,2015-01-14 08:00,-.2,,2.9,60,1021,,8,-.4
112,인천,2015-01-14 09:00,.1,,.2,62,1020.7,,8,-.4
112,인천,2015-01-14 10:00,.8,,.2,63,1020.9,,8,-.2
112,인천,2015-01-14 11:00,1.2,,2.1,69,1020.4,,10,-.1
112,인천,2015-01-14 12:00,1.6,,1.5,63,1018.9,,10,0
112,인천,2015-01-14 13:00,2.7,,3.3,62,1017.3,,10,.1
112,인천,2015-01-14 14:00,2.7,,2.5,58,1016.5,,10,.1
112,인천,2015-01-14 15:00,2.7,,2.7,57,1016.5,,10,.1
112,인천,2015-01-14 16:00,3.1,,3.4,47,1015.7,,10,.2
112,인천,2015-01-14 17:00,3,,.6,50,1016.3,,10,.2
112,인천,2015-01-14 18:00,2.9,,1.4,47,1016.4,,10,.1
112,인천,2015-01-14 19:00,2.9,,2.6,52,1016.3,,,.1
112,인천,2015-01-14 20:00,2.5,,.9,71,1015.7,,,.1
112,인천,2015-01-14 21:00,2,,3.8,77,1015.1,,10,.1
112,인천,2015-01-14 22:00,1.6,,2.9,89,1015.4,,,.1
112,인천,2015-01-14 23:00,1.9,,2,56,1014.9,,,.1
112,인천,2015-01-15 00:00,1.5,,3.5,58,1014.3,,4,.1
112,인천,2015-01-15 01:00,1,,3.5,54,1013.9,,,0
112,인천,2015-01-15 02:00,.7,,3,54,1013.3,,,-.1
112,인천,2015-01-15 03:00,.7,,4.1,56,1013.5,,0,-.3
112,인천,2015-01-15 04:00,0,,4.2,59,1013.2,,0,-.6
112,인천,2015-01-15 05:00,-.3,,3.5,65,1012.4,,5,-.7
112,인천,2015-01-15 06:00,-.6,,3.3,70,1012.7,,4,-.8
112,인천,2015-01-15 07:00,-.9,,2.9,80,1013.3,,3,-.9
112,인천,2015-01-15 08:00,-.8,,4.1,83,1013.6,,8,-1
112,인천,2015-01-15 09:00,.1,,4,78,1014,,8,-.6
112,인천,2015-01-15 10:00,.8,,3.7,78,1014.6,,7,-.3
112,인천,2015-01-15 11:00,2.6,,3.7,72,1014.9,,7,-.2
112,인천,2015-01-15 12:00,3.8,,2.2,69,1014.2,,4,0
112,인천,2015-01-15 13:00,4.9,,1.3,65,1013.3,,5,1.6
112,인천,2015-01-15 14:00,5.8,,3.2,61,1012.6,,0,2.6
112,인천,2015-01-15 15:00,5.8,,2.6,73,1012.7,,0,2.6
112,인천,2015-01-15 16:00,5,,4,72,1013.6,,0,1.7
112,인천,2015-01-15 17:00,4.2,,2.8,71,1013.9,,0,.6
112,인천,2015-01-15 18:00,3.1,,3,65,1014.1,,0,.1
112,인천,2015-01-15 19:00,2.5,,3.1,76,1014.4,,,.1
112,인천,2015-01-15 20:00,2.2,,2.8,93,1014.3,,,.1
112,인천,2015-01-15 21:00,1.8,,2.1,99,1014.4,,0,.1
112,인천,2015-01-15 22:00,1.7,,2.9,99,1014.2,,,.1
112,인천,2015-01-15 23:00,1.5,,2.2,99,1014.4,,,.1
112,인천,2015-01-16 00:00,1.1,,1.5,99,1013.9,,0,.1
112,인천,2015-01-16 01:00,1.1,,2,99,1013.4,,,.1
